correct_make_en,correct_energy_type_en,correct_model_en,correct_year_manuf,label,LocTime_utc,LocTime_epoch
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-15 06:52:41,1718434360532
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-15 06:52:41,1718434360532
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-15 06:52:41,1718434360532
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:52:41,1718434360532
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-15 06:52:41,1718434360532
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-15 06:52:41,1718434360532
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-15 06:51:40,1718434300277
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-15 06:51:40,1718434300277
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-15 06:51:40,1718434300277
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-15 06:51:40,1718434300277
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:51:40,1718434300277
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-15 06:51:40,1718434300277
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-15 06:51:40,1718434300277
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:51:40,1718434300277
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-15 06:51:40,1718434300277
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:51:31,1718434291380
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-15 06:51:31,1718434291380
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:51:22,1718434282000
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-15 06:51:22,1718434282000
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-15 06:51:11,1718434270778
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:51:11,1718434270778
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-15 06:51:10,1718434269693
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-15 06:51:10,1718434269693
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-15 06:51:10,1718434269693
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:51:10,1718434269693
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-15 06:51:10,1718434269693
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-15 06:51:10,1718434269693
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-15 06:51:10,1718434269693
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-15 06:50:11,1718434210792
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-15 06:50:11,1718434210792
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-15 06:50:11,1718434210792
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-15 06:50:11,1718434210792
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-15 06:50:11,1718434210792
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:50:11,1718434210792
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-15 06:50:11,1718434210792
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-15 06:50:11,1718434210792
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:50:11,1718434210792
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-15 06:50:03,1718434203037
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:50:03,1718434203037
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-15 06:49:56,1718434196000
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-15 06:49:56,1718434196000
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-15 06:49:56,1718434196000
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-15 06:49:56,1718434196000
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-15 06:49:56,1718434196000
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-15 06:49:56,1718434196000
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:49:56,1718434196000
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:49:21,1718434160846
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-15 06:49:21,1718434160846
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-15 06:48:55,1718434135260
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-15 06:48:55,1718434135260
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-15 06:48:55,1718434135260
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-15 06:48:55,1718434135260
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:48:55,1718434135260
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-15 06:48:55,1718434135260
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-15 06:48:55,1718434135260
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:48:20,1718434100071
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-15 06:48:20,1718434100071
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-15 06:47:56,1718434075577
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:47:56,1718434075577
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-15 06:47:56,1718434075577
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-15 06:47:56,1718434075577
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-15 06:47:56,1718434075577
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-15 06:47:56,1718434075577
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-15 06:47:56,1718434075577
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:47:21,1718434041000
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-15 06:47:21,1718434041000
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:47:04,1718434024302
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-15 06:47:04,1718434024302
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-15 06:46:56,1718434016000
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-15 06:46:56,1718434016000
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-15 06:46:56,1718434016000
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:46:56,1718434016000
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-15 06:46:56,1718434016000
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-15 06:46:56,1718434016000
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-15 06:46:56,1718434016000
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-15 06:46:04,1718433964474
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:46:04,1718433964474
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-15 06:45:56,1718433955618
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-15 06:45:56,1718433955618
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-15 06:45:56,1718433955618
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:45:56,1718433955618
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-15 06:45:56,1718433955618
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-15 06:45:56,1718433955618
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-15 06:45:56,1718433955618
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:45:05,1718433904850
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-15 06:45:05,1718433904850
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 06:44:16,1718433855824
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 05:41:45,1718430105442
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-15 05:41:45,1718430105442
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-15 05:41:45,1718430105000
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-15 05:41:45,1718430105000
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-15 05:41:45,1718430105000
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-15 05:41:45,1718430105000
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 05:41:45,1718430105000
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-15 05:41:45,1718430105000
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-15 05:41:45,1718430105000
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-15 05:40:46,1718430046000
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-01 22:34:59,1717281298642
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:34:59,1717281298642
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:34:59,1717281298642
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-01 22:34:59,1717281298642
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-01 22:34:59,1717281298642
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-01 22:34:59,1717281298642
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-01 22:34:59,1717281298642
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-01 22:34:59,1717281298642
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-01 22:34:59,1717281298642
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-01 22:34:56,1717281296354
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:34:56,1717281296354
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-01 22:34:46,1717281285853
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:34:46,1717281285853
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-01 22:34:43,1717281282580
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-01 22:34:43,1717281282580
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-01 22:34:43,1717281282580
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-01 22:34:43,1717281282580
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-01 22:34:43,1717281282580
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-01 22:34:43,1717281282580
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:34:43,1717281282580
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-01 22:33:47,1717281226645
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:33:47,1717281226645
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-01 22:33:41,1717281221218
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-01 22:33:41,1717281221218
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-01 22:33:41,1717281221218
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-01 22:33:41,1717281221218
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:33:41,1717281221218
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-01 22:33:41,1717281221218
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-01 22:33:41,1717281221218
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:32:46,1717281166464
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-01 22:32:46,1717281166464
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-01 22:32:41,1717281161224
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-01 22:32:41,1717281161224
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-01 22:32:41,1717281161224
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:32:41,1717281161224
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-01 22:32:41,1717281161224
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-01 22:32:41,1717281161224
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-01 22:32:41,1717281161224
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-01 22:31:47,1717281107317
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:31:47,1717281107317
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-01 22:31:42,1717281101913
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-01 22:31:42,1717281101913
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:31:42,1717281101913
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-01 22:31:42,1717281101913
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-01 22:31:42,1717281101913
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-01 22:31:42,1717281101913
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-01 22:31:42,1717281101913
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:30:47,1717281047265
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-01 22:30:47,1717281047265
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-01 22:30:41,1717281041143
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-01 22:30:41,1717281041143
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-01 22:30:41,1717281041143
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-01 22:30:41,1717281041143
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:30:41,1717281041143
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-01 22:30:41,1717281041143
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-01 22:30:41,1717281041143
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-01 22:29:48,1717280988244
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:29:48,1717280988244
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-01 22:29:42,1717280981576
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-01 22:29:42,1717280981576
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-01 22:29:42,1717280981576
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-01 22:29:42,1717280981576
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:29:42,1717280981576
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-01 22:29:42,1717280981576
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-01 22:29:42,1717280981576
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:28:50,1717280930000
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-01 22:28:50,1717280930000
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-01 22:28:44,1717280924000
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-01 22:28:44,1717280924000
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-01 22:28:44,1717280924000
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-01 22:28:44,1717280924000
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-01 22:28:44,1717280924000
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:28:44,1717280924000
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-01 22:28:44,1717280924000
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-01 22:27:48,1717280868284
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:27:48,1717280868284
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:27:42,1717280861689
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-01 22:27:42,1717280861689
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-01 22:27:42,1717280861689
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-01 22:27:42,1717280861689
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-01 22:27:42,1717280861689
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-01 22:27:42,1717280861689
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-01 22:27:42,1717280861689
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:26:49,1717280809050
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-01 22:26:49,1717280809050
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-01 22:26:41,1717280801248
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:26:41,1717280801248
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-01 22:26:41,1717280801248
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-01 22:26:41,1717280801248
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-01 22:26:41,1717280801248
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-01 22:26:41,1717280801248
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-01 22:26:41,1717280801248
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-01 22:26:05,1717280765000
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:26:05,1717280765000
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-01 22:25:42,1717280741791
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-01 22:25:42,1717280741791
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-01 22:25:42,1717280741791
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-01 22:25:42,1717280741791
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-01 22:25:42,1717280741791
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-01 22:25:42,1717280741791
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:25:42,1717280741791
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:25:03,1717280703166
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-01 22:25:03,1717280703166
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:24:42,1717280682183
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-01 22:24:42,1717280682183
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-01 22:24:42,1717280682183
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-01 22:24:42,1717280682183
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-01 22:24:42,1717280682183
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-01 22:24:42,1717280682183
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-01 22:24:42,1717280682183
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-01 22:24:03,1717280642614
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:24:03,1717280642614
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-01 22:23:42,1717280621990
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-01 22:23:42,1717280621990
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-01 22:23:42,1717280621990
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-01 22:23:42,1717280621990
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:23:42,1717280621990
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-01 22:23:42,1717280621990
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-01 22:23:42,1717280621990
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:23:04,1717280583607
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-01 22:23:04,1717280583607
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-01 22:22:43,1717280562890
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-01 22:22:43,1717280562890
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-01 22:22:43,1717280562890
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-01 22:22:43,1717280562890
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:22:43,1717280562890
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-01 22:22:43,1717280562890
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-01 22:22:43,1717280562890
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:22:03,1717280523125
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-01 22:22:03,1717280523125
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-01 22:21:42,1717280502314
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:21:42,1717280502314
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-01 22:21:42,1717280502314
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-01 22:21:42,1717280502314
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-01 22:21:42,1717280502314
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-01 22:21:42,1717280502314
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-01 22:21:42,1717280502314
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:21:04,1717280463558
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-01 22:21:04,1717280463558
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-01 22:20:44,1717280444150
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-01 22:20:44,1717280444150
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-01 22:20:44,1717280444150
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-01 22:20:44,1717280444150
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-01 22:20:44,1717280444150
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-01 22:20:44,1717280444150
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:20:44,1717280444150
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:20:04,1717280404202
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-01 22:20:04,1717280404202
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-01 22:19:43,1717280383419
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-01 22:19:43,1717280383419
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-01 22:19:43,1717280383419
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:19:43,1717280383419
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-01 22:19:43,1717280383419
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-01 22:19:43,1717280383419
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-01 22:19:43,1717280383419
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-01 22:19:05,1717280344823
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:19:05,1717280344823
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-01 22:18:42,1717280321911
geely,EV,geometry c,2022,Electric Data - Charging Voltage - 7C,2024-06-01 22:18:42,1717280321911
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:18:42,1717280321911
geely,EV,geometry c,2022,Electric Data - Charging Current - 232,2024-06-01 22:18:42,1717280321911
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-01 22:18:42,1717280321911
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-01 22:18:42,1717280321911
geely,EV,geometry c,2022,Electric Data - Charging DC Mode - 9629,2024-06-01 22:18:42,1717280321911
geely,EV,geometry c,2022,Electric Data - Ready Switch Open - 2015,2024-06-01 22:18:05,1717280284571
geely,EV,geometry c,2022,Electric Data - Battery Status Of Charge - 2334,2024-06-01 22:18:05,1717280284571
geely,EV,geometry c,2022,Electric Data - Time Remaining for Charge - 2291,2024-06-01 22:17:43,1717280262697
geely,EV,geometry c,2022,Electric Data - Charging AC Mode - 2227,2024-06-01 22:17:43,1717280262697
geely,EV,geometry c,2022,Electric Data - Vehicle Range Of Battery - 2229,2024-06-01 22:17:43,1717280262697
