VIN,Licence plate, ,Model,Type,Capacity,Autonomie,End of Contract,Country,Category,Activated,Ownership ,Fleet,Start Date
5YJ3E7EA4LF541082,G-847-PZ,TESLA,Model 3,Standard Range Plus RWD,,,12/9/2024,NL,EV,never activated,Ayvens,1,12/10/2019
5YJ3E7EA3LF552039,G-788-TJ,TESLA,Model 3,Standard Range Plus RWD,,,12/9/2024,NL,EV,never activated,Ayvens,1,7/10/2023
5YJ3E7EA7LF553159,G-820-SK,TESLA,Model 3,Standard Range Plus RWD,,,12/9/2024,NL,EV,never activated,Ayvens,1,12/10/2019
5YJ3E7EAXLF553138,G-805-SK,TESLA,Model 3,Standard Range Plus RWD,,,12/9/2024,NL,EV,never activated,Ayvens,1,12/10/2019
5YJ3E7EAXLF553141,G-472-TJ,TESLA,Model 3,Standard Range Plus RWD,,,12/9/2024,NL,EV,never activated,Ayvens,1,12/10/2019
5YJ3E7EA2LF553117,G-831-SK,TESLA,Model 3,Standard Range Plus RWD,,,12/9/2024,NL,EV,never activated,Ayvens,1,12/10/2019
5YJ3E7EA7LF553114,G-499-SK,TESLA,Model 3,Standard Range Plus RWD,,,12/10/2024,NL,EV,never activated,Ayvens,1,12/11/2019
5YJ3E7EA5LF553208,G-665-SK,TESLA,Model 3,Standard Range Plus RWD,,,12/10/2024,NL,EV,never activated,Ayvens,1,12/11/2019
5YJ3E7EA4LF551854,G-795-RB,TESLA,Model 3,Standard Range Plus RWD,,,12/10/2024,NL,EV,never activated,Ayvens,1,12/11/2019
LRW3E7FA8LC106042,K-589-FF,TESLA,Model 3,Standard Range Plus RWD,,,12/10/2024,NL,EV,never activated,Ayvens,1,12/11/2020
5YJ3E7EA5LF541477,G-950-SK,TESLA,Model 3,Standard Range Plus RWD,,,12/10/2024,NL,EV,never activated,Ayvens,1,12/11/2019
5YJ3E7EA6LF541195,G-148-SK,TESLA,Model 3,Standard Range Plus RWD,,,12/10/2024,NL,EV,never activated,Ayvens,1,12/11/2019
5YJ3E7EA9LF551994,G-308-TG,TESLA,Model 3,Standard Range Plus RWD,,,12/10/2024,NL,EV,never activated,Ayvens,1,12/11/2019
LRW3E7FA1LC098138,K-755-BV,TESLA,Model 3,Standard Range Plus RWD,,,12/10/2024,NL,EV,never activated,Ayvens,1,12/11/2020
5YJ3E7EA8LF553042,G-410-SL,TESLA,Model 3,Standard Range Plus RWD,,,12/11/2024,NL,EV,never activated,Ayvens,1,12/12/2019
5YJ3E7EA3LF557550,G-104-SL,TESLA,Model 3,Standard Range Plus RWD,,,12/11/2024,NL,EV,never activated,Ayvens,1,12/12/2019
5YJ3E7EA2LF553196,G-549-SK,TESLA,Model 3,Standard Range Plus RWD,,,12/11/2024,NL,EV,never activated,Ayvens,1,12/12/2019
5YJ3E7EA0LF551933,G-712-TJ,TESLA,Model 3,Standard Range Plus RWD,,,12/11/2024,NL,EV,never activated,Ayvens,1,12/12/2019
5YJ3E7EA4LF547495,G-378-TG,TESLA,Model 3,Standard Range Plus RWD,,,12/11/2024,NL,EV,never activated,Ayvens,1,12/12/2019
5YJ3E7EA7LF547751,G-616-SK,TESLA,Model 3,Standard Range Plus RWD,,,12/11/2024,NL,EV,never activated,Ayvens,1,12/12/2019
5YJ3E7EA1LF557918,G-678-TJ,TESLA,Model 3,Standard Range Plus RWD,,,12/11/2024,NL,EV,never activated,Ayvens,1,12/12/2019
5YJ3E7EA4LF551207,G-756-TJ,TESLA,Model 3,Standard Range Plus RWD,,,12/11/2024,NL,EV,never activated,Ayvens,1,12/12/2019
5YJ3E7EA5LF553158,G-051-SK,TESLA,Model 3,Standard Range Plus RWD,,,12/11/2024,NL,EV,never activated,Ayvens,1,12/12/2019
5YJ3E7EA3LF558763,G-103-RN,TESLA,Model 3,Standard Range Plus RWD,,,12/11/2024,NL,EV,never activated,Ayvens,1,12/12/2019
5YJ3E7EA7LF536149,G-371-PJ,TESLA,Model 3,Standard Range Plus RWD,,,12/12/2024,NL,EV,never activated,Ayvens,1,12/13/2019
5YJ3E7EAXLF551230,G-510-SK,TESLA,Model 3,Standard Range Plus RWD,,,12/12/2024,NL,EV,never activated,Ayvens,1,12/13/2019
5YJSA7E20KF301638,ZK-866-V,TESLA,Model S,100 kWh D 422PK AWD S,100,,6/30/2024,NL,EV,never activated,Ayvens,1,11/1/2022
5YJSA7E20JF235820,RX-169-Z,TESLA,Model S,75 kWh D 334pk AWD S,75,,8/1/2024,NL,EV,never activated,Ayvens,1,3/2/2018
5YJSA7E28KF313794,ZS-995-X,TESLA,Model S,Long Range AWD ;,,,8/11/2024,NL,EV,never activated,Ayvens,1,8/12/2019
5YJSA7E25JF267825,TP-766-F,TESLA,Model S,100 kWh D 422PK AWD S,100,,9/19/2024,NL,EV,never activated,Ayvens,1,9/20/2018
5YJSA7E29KF337263,G-745-GR,TESLA,Model S,Long Range Dual Motor AWD,,,9/29/2024,NL,EV,never activated,Ayvens,1,9/30/2019
5YJSA7E29LF408768,J-901-RF,TESLA,Model S,Long Range Dual Motor AWD,,,10/24/2024,NL,EV,never activated,Ayvens,1,10/25/2020
5YJSA7E29KF337862,G-806-LL,TESLA,Model S,Standard Range Dual Motor AWD,,,10/31/2024,NL,EV,never activated,Ayvens,1,2/1/2022
5YJSA7E28KF334600,G-442-NJ,TESLA,Model S,Long Range Dual Motor AWD,,,11/7/2024,NL,EV,never activated,Ayvens,1,11/8/2019
5YJSA7E23KF341132,G-366-LL,TESLA,Model S,75 kWh D 334pk AWD S,75,,11/22/2024,NL,EV,never activated,Ayvens,1,9/23/2020
5YJSA7E24JF284129,TZ-771-K,TESLA,Model S,75 kWh D 334pk AWD S,75,,11/25/2024,NL,EV,never activated,Ayvens,1,11/26/2018
5YJSA7E21LF355564,G-102-TS,TESLA,Model S,Long Range Dual Motor AWD,,,12/4/2024,NL,EV,never activated,Ayvens,1,12/5/2019
5YJSA7E23LF356554,G-754-TV,TESLA,Model S,Long Range Dual Motor AWD,,,12/8/2024,NL,EV,never activated,Ayvens,1,12/9/2019
5YJSA7E29MF419772,K-352-FT,TESLA,Model S,Long Range Plus Dual Motor AWD,,,12/8/2024,NL,EV,never activated,Ayvens,1,12/9/2020
5YJSA7E29LF355473,G-771-XS,TESLA,Model S,Long Range Dual Motor AWD,,,12/18/2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJSA7E21LF358268,G-741-XS,TESLA,Model S,Long Range Dual Motor AWD,,,12/19/2024,NL,EV,never activated,Ayvens,1,12/20/2019
5YJSA7E28MF418841,K-034-GP,TESLA,Model S,Long Range Dual Motor AWD,,,12/21/2024,NL,EV,never activated,Ayvens,1,12/22/2020
5YJSA7E22LF355329,H-913-BD,TESLA,Model S,Long Range Dual Motor AWD,,,12/26/2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJSA7E24JF282199,XD157G,TESLA,Model S,75 kWh All-Wheel Drive 5d,75,,10-06-2024,NL,EV,never activated,Ayvens,1,12/10/2018
5YJSA7E25JF271812,TN526L,TESLA,Model S,75 kWh All-Wheel Drive 5d,75,,15-09-2024,NL,EV,never activated,Ayvens,1,9/15/2018
5YJSA7E28JF268533,XH138G,TESLA,Model S,75 kWh All-Wheel Drive 5d,75,,05-12-2023,NL,EV,never activated,Ayvens,1,12/29/2018
5YJSA7E21JF271127,XG517F,TESLA,Model S,100 kWh All-Wheel Drive 5d,100,,22-08-2024,NL,EV,never activated,Ayvens,1,12/31/2018
5YJSA7E22JF282430,XB972F,TESLA,Model S,100 kWh All-Wheel Drive Spec6,100,,22-12-2023,NL,EV,never activated,Ayvens,1,12/27/2018
5YJSA7E29JF284319,XG680S,TESLA,Model S,75 kWh All-Wheel Drive 5d,75,,17-05-2024,NL,EV,never activated,Ayvens,1,12/31/2018
5YJSA7E23KF313797,ZT345G,TESLA,Model S,Long Range 5d,,,02-08-2024,NL,EV,never activated,Ayvens,1,8/1/2019
5YJSA7E22JF284307,XG351G,TESLA,Model S,75 kWh All-Wheel Drive 5d,75,,18-11-2023,NL,EV,never activated,Ayvens,1,12/31/2018
5YJSA7E21JF269006,XG274K,TESLA,Model S,75 kWh All-Wheel Drive 5d,75,,07-03-2024,NL,EV,never activated,Ayvens,1,12/31/2018
5YJSA7E27JF282407,XB981F,TESLA,Model S,75 kWh All-Wheel Drive Spec3,75,,13-06-2024,NL,EV,never activated,Ayvens,1,12/27/2018
5YJSA7E26JF282558,XF769D,TESLA,Model S,100 kWh All-Wheel Drive Spec7,100,,28-08-2024,NL,EV,never activated,Ayvens,1,12/19/2018
5YJSA7E24JF288374,XF875F,TESLA,Model S,75 kWh All-Wheel Drive 5d Spec88,75,,23-10-2024,NL,EV,never activated,Ayvens,1,12/27/2018
5YJSA7E26KF348642,G207TG,TESLA,Model S,Long Range Dual Motor AWD 5d,,,03-12-2024,NL,EV,never activated,Ayvens,1,9/25/2019
5YJSA7E21JF284993,XD870F,TESLA,Model S,75 kWh All-Wheel Drive Spec2,75,,19-11-2023,NL,EV,never activated,Ayvens,1,12/27/2018
5YJSA7E29KF333469,G281FD,TESLA,Model S,Standard Range Dual Motor AWD 5d,,,12-09-2024,NL,EV,never activated,Ayvens,1,9/12/2019
5YJSA7E21LF350090,G210TG,TESLA,Model S,Long Range Dual Motor AWD 5d,,,29-11-2024,NL,EV,never activated,Ayvens,1,11/29/2019
5YJSA7E28KF334905,G858FV,TESLA,Model S,Long Range Dual Motor AWD 5d,,,25-09-2024,NL,EV,never activated,Ayvens,1,9/23/2019
5YJSA7E29LF354047,G485VP,TESLA,Model S,Long Range Dual Motor AWD 5d,,,13-12-2024,NL,EV,never activated,Ayvens,1,12/13/2019
5YJSA7E23LF356179,G661XS,TESLA,Model S,Long Range Dual Motor AWD 5d,,,20-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJSA7E20LF358732,G447VT,TESLA,Model S,Long Range Dual Motor AWD 5d,,,13-12-2024,NL,EV,never activated,Ayvens,1,12/12/2019
5YJSA7E20LF355779,H876BD,TESLA,Model S,Long Range Dual Motor AWD 5d,,,28-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJSA7E27LF354094,G944TR,TESLA,Model S,Long Range Dual Motor AWD 5d,,,21-12-2024,NL,EV,never activated,Ayvens,1,12/3/2019
5YJSA7E41LF349555,G768SH,TESLA,Model S,Performance Dual Motor AWD 5d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/21/2019
5YJSA7E41LF358868,H018BF,TESLA,Model S,Performance Dual Motor AWD 5d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJSA7E26JF285122,XD781F,TESLA,Model S,75 kWh All-Wheel Drive Spec27,75,,01-06-2024,NL,EV,never activated,Ayvens,1,12/28/2018
5YJSA7E27LF359814,H203BF,TESLA,Model S,Long Range Dual Motor AWD 5d,,,08-12-2024,NL,EV,never activated,Ayvens,1,12/24/2019
5YJSA7E28LF405456,J902LR,TESLA,Model S,Long Range Dual Motor AWD 5d,,,16-09-2024,NL,EV,never activated,Ayvens,1,9/16/2020
5YJSA7E2XMF416797,K302BZ,TESLA,Model S,Long Range Dual Motor AWD 5d,,,19-11-2024,NL,EV,never activated,Ayvens,1,11/19/2020
5YJSA7E25LF408573,J903RF,TESLA,Model S,Long Range Dual Motor AWD 5d,,,30-09-2024,NL,EV,never activated,Ayvens,1,9/29/2020
5YJSA7E29MF422901,K032GP,TESLA,Model S,Long Range Dual Motor AWD 5d,,,31-12-2024,NL,EV,never activated,Ayvens,1,12/31/2020
5YJSA7E29MF423112,K033GP,TESLA,Model S,Long Range Dual Motor AWD 5d,,,21-12-2024,NL,EV,never activated,Ayvens,1,12/21/2020
5YJSA7E22MF421704,K066GP,TESLA,Model S,Long Range Plus Dual Motor AWD 5d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/30/2020
5YJSA7E20JF285049,XF295F,TESLA,Model S,75 kWh All-Wheel Drive Spec47,75,,01-05-2024,NL,EV,never activated,Ayvens,1,12/27/2018
5YJSA7E29KF335884,G410FX,TESLA,Model S,Long Range Dual Motor AWD 5d,,,09-09-2024,NL,EV,never activated,Ayvens,1,9/27/2019
5YJSA7E21JF276411,TZ367D,TESLA,Model S,100 kWh All-Wheel Drive 5d,100,,02-11-2023,NL,EV,never activated,Ayvens,1,11/16/2018
5YJSA7E27JF273285,TS808K,TESLA,Model S,100 kWh All-Wheel Drive 5d,100,,18-09-2024,NL,EV,never activated,Ayvens,1,10/15/2018
5YJSA7E26JF275075,TX130S,TESLA,Model S,75 kWh All-Wheel Drive 5d,75,,01-06-2024,NL,EV,never activated,Ayvens,1,11/17/2018
5YJSA7E27JF284996,XD813F,TESLA,Model S,75 kWh All-Wheel Drive Spec17,75,,18-12-2023,NL,EV,never activated,Ayvens,1,12/27/2018
5YJSA7E28JF288328,XG329P,TESLA,Model S,75 kWh All-Wheel Drive 5d,75,,01-11-2024,NL,EV,never activated,Ayvens,1,12/31/2018
5YJSA7E22JF282444,XB985F,TESLA,Model S,75 kWh All-Wheel Drive Spec37,75,,01-12-2023,NL,EV,never activated,Ayvens,1,12/27/2018
5YJSA7E25KF334876,G499HR,TESLA,Model S,Long Range Dual Motor AWD 5d,,,01-09-2024,NL,EV,never activated,Ayvens,1,9/26/2019
5YJSA7E24KF344332,G193VS,TESLA,Model S,Standard Range Dual Motor AWD 5d,,,01-11-2024,NL,EV,never activated,Ayvens,1,12/21/2019
5YJSA7E24JF285006,XD032G,TESLA,Model S,75 kWh All-Wheel Drive Spec1,75,,01-10-2023,NL,EV,never activated,Ayvens,1,12/27/2018
5YJSA7E29KF333553,G099FD,TESLA,Model S,Long Range Dual Motor AWD 5d,,,16-08-2024,NL,EV,never activated,Ayvens,1,9/9/2019
5YJSA7E2XJF266864,TK755G,TESLA,Model S,75 kWh All-Wheel Drive 5d,75,,01-06-2024,NL,EV,never activated,Ayvens,1,8/24/2018
5YJSA7E2XJF285172,XD811F,TESLA,Model S,75 kWh All-Wheel Drive Spec5,75,,20-12-2024,NL,EV,never activated,Ayvens,1,12/19/2018
5YJSA7E26JF284469,XG066S,TESLA,Model S,75 kWh All-Wheel Drive 5d,75,,17-12-2024,NL,EV,never activated,Ayvens,1,12/31/2018
5YJSA7E27KF337309,G743GR,TESLA,Model S,Long Range Dual Motor AWD 5d,,,01-10-2024,NL,EV,never activated,Ayvens,1,9/25/2019
5YJSA7E22KF332969,G191BG,TESLA,Model S,Long Range 5d,,,05-09-2024,NL,EV,never activated,Ayvens,1,9/4/2019
5YJSA7E20KF348202,G592SH,TESLA,Model S,Long Range Dual Motor AWD 5d,,,26-11-2024,NL,EV,never activated,Ayvens,1,11/25/2019
5YJSA7E28LF348417,G316VP,TESLA,Model S,Long Range Dual Motor AWD 5d,,,12-09-2024,NL,EV,never activated,Ayvens,1,12/10/2019
5YJSA7E26LF358301,G416VT,TESLA,Model S,Long Range Dual Motor AWD 5d,,,13-12-2024,NL,EV,never activated,Ayvens,1,12/11/2019
5YJSA7E27KF349928,G781SH,TESLA,Model S,Long Range Dual Motor AWD 5d,,,29-11-2024,NL,EV,never activated,Ayvens,1,11/25/2019
5YJSA7E28LF355481,G006ZS,TESLA,Model S,Long Range Dual Motor AWD 5d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/12/2019
5YJSA7E22LF404531,J751LV,TESLA,Model S,Long Range Dual Motor AWD 5d,,,17-09-2024,NL,EV,never activated,Ayvens,1,9/16/2020
5YJSA7E2XMF423068,K029GP,TESLA,Model S,Long Range Dual Motor AWD 5d,,,22-12-2024,NL,EV,never activated,Ayvens,1,12/21/2020
5YJXCCE4XLF222974,G-113-TD,TESLA,Model X,Performance Dual Motor AWD,,,8/26/2024,NL,EV,never activated,Ayvens,1,11/27/2019
5YJXCCE26JF110135,TN-474-L,TESLA,Model X,100kWh D 422pk 4WD X,100,,9/13/2024,NL,EV,never activated,Ayvens,1,9/14/2018
5YJXCCE26KF215694,G-291-PS,TESLA,Model X,Longe Range Dual Motor AWD,,,11/12/2024,NL,EV,never activated,Ayvens,1,11/13/2019
5YJXCCE27LF219657,G-225-TP,TESLA,Model X,Longe Range Dual Motor AWD,,,12/1/2024,NL,EV,never activated,Ayvens,1,12/2/2019
5YJXCCE26LF223957,G-082-TS,TESLA,Model X,Longe Range Dual Motor AWD,,,12/4/2024,NL,EV,never activated,Ayvens,1,12/5/2019
5YJXCCE28LF227072,G-774-TV,TESLA,Model X,Longe Range Dual Motor AWD,,,12/9/2024,NL,EV,never activated,Ayvens,1,12/10/2019
5YJXCCE22LF222966,G-256-TS,TESLA,Model X,Longe Range Dual Motor AWD,,,12/11/2024,NL,EV,never activated,Ayvens,1,12/12/2019
5YJXCCE21JF123908,XD-152-G,TESLA,Model X,100kWh D 422pk 4WD X,100,,12/12/2024,NL,EV,never activated,Ayvens,1,12/13/2018
5YJXCCE2XLF223900,G-336-VT,TESLA,Model X,Longe Range Dual Motor AWD,,,12/12/2024,NL,EV,never activated,Ayvens,1,12/13/2019
5YJXCCE20JF124757,XD-740-X,TESLA,Model X,100kWh D 422pk 4WD X,100,,12/13/2024,NL,EV,never activated,Ayvens,1,12/14/2018
5YJXCCE22MF318811,K-125-GP,TESLA,Model X,Longe Range Plus Dual Motor AWD,,,12/22/2024,NL,EV,never activated,Ayvens,1,12/23/2020
5YJXCCE22JF123898,XF860T,TESLA,Model X,100 kWh All-Wheel Drive 5d,100,,21-12-2023,NL,EV,never activated,Ayvens,1,12/20/2018
5YJXCCE21JF123729,XH679G,TESLA,Model X,100 kWh All-Wheel Drive 5d,100,,05-04-2024,NL,EV,never activated,Ayvens,1,12/29/2018
5YJXCCE23KF183996,G256FD,TESLA,Model X,Longe Range (AWD) 5d,,,12-09-2024,NL,EV,never activated,Ayvens,1,9/9/2019
5YJXCCE2XKF186071,ZV708L,TESLA,Model X,Longe Range (AWD) 5d,,,20-08-2024,NL,EV,never activated,Ayvens,1,8/20/2019
5YJXCCE29KF203331,G162LL,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,06-05-2024,NL,EV,never activated,Ayvens,1,11/1/2019
5YJXCCE26JF126335,XG533F,TESLA,Model X,100 kWh All-Wheel Drive 5d,100,,21-06-2024,NL,EV,never activated,Ayvens,1,12/31/2018
5YJXCCE23KF183965,G562DB,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,30-08-2024,NL,EV,never activated,Ayvens,1,8/30/2019
5YJXCCE21LF222652,G484VP,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/16/2019
5YJXCCE23LF226167,G660XS,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,24-12-2024,NL,EV,never activated,Ayvens,1,12/19/2019
5YJXCCE2XKF217335,G094TS,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,17-12-2024,NL,EV,never activated,Ayvens,1,12/16/2019
5YJXCCE23LF230039,G013ZS,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,17-01-2024,NL,EV,never activated,Ayvens,1,12/21/2019
5YJXCCE29LF223922,G224VS,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,28-12-2024,NL,EV,never activated,Ayvens,1,12/20/2019
5YJXCCE28LF226598,G464VH,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,23-12-2024,NL,EV,never activated,Ayvens,1,12/9/2019
5YJXCCE25KF188438,G401FX,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,29-11-2024,NL,EV,never activated,Ayvens,1,11/8/2019
5YJXCCE2XKF188922,G574PR,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/28/2019
5YJXCCE28KF188787,G675RS,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,31-12-2023,NL,EV,never activated,Ayvens,1,12/31/2019
5YJXCCE2XLF231947,G841ZN,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,28-12-2024,NL,EV,never activated,Ayvens,1,12/27/2019
5YJXCCE21JF126484,XG841F,TESLA,Model X,75 kWh All-Wheel Drive 5d,75,,14-08-2024,NL,EV,never activated,Ayvens,1,12/31/2018
5YJXCCE26LF294222,K719BG,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,19-12-2024,NL,EV,never activated,Ayvens,1,11/19/2020
5YJXCCE25MF311237,K683GL,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,15-12-2024,NL,EV,never activated,Ayvens,1,12/15/2020
5YJXCCE21MF318394,K121GP,TESLA,Model X,Longe Range Plus Dual Motor AWD 5d,,,22-12-2024,NL,EV,never activated,Ayvens,1,12/21/2020
5YJXCCE23LF288619,N188KF,TESLA,Model X,90 kWh All-Wheel Drive 5d,90,,16-08-2024,NL,EV,never activated,Ayvens,1,9/8/2020
5YJXCCE20KF183941,G587DB,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,17-07-2024,NL,EV,never activated,Ayvens,1,8/29/2019
5YJXCCE27JF124853,TV267Z,TESLA,Model X,100 kWh All-Wheel Drive 5d,100,,03-10-2023,NL,EV,never activated,Ayvens,1,11/2/2018
5YJXCCE28KF189003,G450NJ,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,02-09-2024,NL,EV,never activated,Ayvens,1,11/26/2019
5YJXCCE23JF129466,XF717D,TESLA,Model X,75 kWh All-Wheel Drive Spec9,75,,20-12-2023,NL,EV,never activated,Ayvens,1,12/27/2018
5YJXCCE29KF215558,G618SH,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,27-11-2024,NL,EV,never activated,Ayvens,1,11/25/2019
5YJXCCE2XKF182117,G559DB,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,30-08-2024,NL,EV,never activated,Ayvens,1,8/29/2019
5YJXCCE21LF221694,G484TS,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,16-12-2024,NL,EV,never activated,Ayvens,1,12/2/2019
5YJXCCE25MF308340,K547BS,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,01-12-2024,NL,EV,never activated,Ayvens,1,12/1/2020
5YJXCCE26LF292468,J391PL,TESLA,Model X,Longe Range Dual Motor AWD 5d,,,25-12-2024,NL,EV,never activated,Ayvens,1,9/24/2020
LRWYGCEK3MC139857,N-883-RD,TESLA,Model Y,Long Range Dual Motor AWD,,,12/8/2024,NL,EV,never activated,Ayvens,1,12/9/2021
LRWYGCEK1MC145320,N-970-PT,TESLA,Model Y,Long Range Dual Motor AWD,,,12/22/2024,NL,EV,never activated,Ayvens,1,12/23/2021
LRWYGCEK3NC254217,P693HB,TESLA,Model Y,Long Range Dual Motor AWD 5d,,,17-12-2024,NL,EV,never activated,Ayvens,1,3/17/2022
LRWYGCEK3PC641398,R834ZT,TESLA,Model Y,Long Range Dual Motor AWD 5d,,,31-12-2023,NL,EV,never activated,Ayvens,1,12/30/2022
LRWYGCFS4PC635026,R150ZV,TESLA,Model Y,RWD 5d incl. Trekhaak Onze Deal,,,29-12-2024,NL,EV,never activated,Ayvens,1,12/29/2022
LRWYGCFS6PC635027,R438ZX,TESLA,Model Y,RWD 5d incl. Trekhaak Onze Deal,,,31-12-2024,NL,EV,never activated,Ayvens,1,12/30/2022
LRWYGCFS9PC635023,S102BF,TESLA,Model Y,RWD 5d incl. Trekhaak Onze Deal,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/29/2022
LRWYGCFS4PC636919,R167ZX,TESLA,Model Y,RWD 5d incl. Trekhaak Onze Deal,,,31-12-2024,NL,EV,never activated,Ayvens,1,12/30/2022
LRWYGCFS8PC635028,S662BG,TESLA,Model Y,RWD 5d incl. Trekhaak Onze Deal,,,30-12-2024,NL,EV,never activated,Ayvens,1,12/29/2022
LRWYGCFS5PC578528,R517TR,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,05-12-2024,NL,EV,never activated,Ayvens,1,12/5/2022
LRWYGCFS0PC578825,R163TR,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,05-12-2024,NL,EV,never activated,Ayvens,1,11/5/2022
LRWYGCFS2PC578826,R275TR,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,08-12-2024,NL,EV,never activated,Ayvens,1,12/8/2022
LRWYGCFS6PC578828,R321TR,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,05-12-2024,NL,EV,never activated,Ayvens,1,12/5/2022
LRWYGCFS5PC578836,R357TR,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,07-12-2024,NL,EV,never activated,Ayvens,1,12/7/2022
LRWYGCFS1PC578834,R115TR,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,05-12-2024,NL,EV,never activated,Ayvens,1,12/5/2022
LRWYGCFS3PC578530,R225TR,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,08-12-2024,NL,EV,never activated,Ayvens,1,12/8/2022
LRWYGCFS5PC578674,R515TR,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,08-12-2024,NL,EV,never activated,Ayvens,1,12/8/2022
LRWYGCFS2PC578681,R272TR,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,08-12-2024,NL,EV,never activated,Ayvens,1,12/8/2022
LRWYGCFS0PC579361,R145TR,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,07-12-2024,NL,EV,never activated,Ayvens,1,12/7/2022
LRWYGCFS3PC579614,R202TR,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,05-12-2024,NL,EV,never activated,Ayvens,1,12/5/2022
LRWYGCFS9PC579357,R361TR,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,08-12-2024,NL,EV,never activated,Ayvens,1,12/8/2022
LRWYGCFS9PC579360,R362TR,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,15-12-2024,NL,EV,never activated,Ayvens,1,12/9/2022
LRWYGCFS1PC578526,R124TR,TESLA,Model Y,"RWD 5d incl 19"" Onze Deal",,,07-12-2024,NL,EV,never activated,Ayvens,1,12/7/2022
XP7YGCEK6PB137691,T940GF,TESLA,Model Y,Long Range Dual Motor AWD 5d,,,15-06-2024,NL,EV,never activated,Ayvens,1,6/15/2023
LRWYGCEK2MC149280,N750RS,TESLA,Model Y,Long Range Dual Motor AWD 5d,,,24-12-2023,NL,EV,never activated,Ayvens,1,12/23/2021
W1V9106332P339468,,Mercedes,Sprinter,Sprinter,92.8,290,01-03-2021,Ireland,LCV,activated,Ayvens,1,#N/A
W1V9106332P337094,,Mercedes,Sprinter,Sprinter,92.8,290,01-03-2021,Ireland,LCV,activated,Ayvens,1,#N/A
W1V9106331P368741,,Mercedes,Sprinter,Sprinter,92.8,290,02-12-2022,Italy,LCV,activated,Ayvens,1,#N/A
W1V9106331P368734,,Mercedes,Sprinter,Sprinter,92.8,290,02-12-2022,Italy,LCV,activated,Ayvens,1,#N/A
W1V9106331P359296,,Mercedes,Sprinter,Sprinter,92.8,290,07-04-2021,France,LCV,activated,Ayvens,1,#N/A
W1V9106331P378162,,Mercedes,Sprinter,Sprinter-47kWh,#N/A,#N/A,07-04-2021,France,LCV,activated,Ayvens,1,#N/A
W1V9106331P373152,,Mercedes,Sprinter,Sprinter-47kWh,#N/A,#N/A,12-12-2022,France,LCV,activated,Ayvens,1,#N/A
W1V9106331P362513,,Mercedes,Sprinter,Sprinter,92.8,290,12-12-2022,France,LCV,activated,Ayvens,1,#N/A
W1V9106332P282758,,Mercedes,Sprinter,Sprinter,92.8,290,14-07-2020,United Kingdom,LCV,activated,Ayvens,1,#N/A
W1V9106332P276445,,Mercedes,Sprinter,Sprinter,92.8,290,14-07-2020,United Kingdom,LCV,activated,Ayvens,1,#N/A
W1V9106332P367696,,Mercedes,Sprinter,Sprinter,92.8,290,15-03-2022,United Kingdom,LCV,activated,Ayvens,1,#N/A
